"bam_id","abbreviation","label","author_latin","author_certain","dump_id","author_english","modern_geographic_identity","ancient_geographic_identity","pleiades_id","x","y","century","start1","start2","start3","start4","start","startb","end2","end","century_certain","date_of_birth","date_of_birth_start",,"date_of_birth_end","date_of_birth_certain","date_of_death","date_of_death_start","date_of_death_end","date_of_death_certain","date_of_death_marker","floruit","floruit_start","floruit_end","floruit_certain","floruit_marker","late_antique","christian"
"1466","Postulat.","Postulationes iii de reconciliandis peccatoribus","Postulationes iii de reconciliandis peccatoribus",,"4367",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,,
"1484","Prosp(Ps).","Prosper, Ps.","Prosper, Ps.",,"4459",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1579","Rustic.","Rusticus Presbyter","Rusticus Presbyter",,"4619",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,,
"1596","Hist.Aug.","Scriptores Historiae Augustae","Scriptores Historiae Augustae",,"3025",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","N"
"1665","Syag.","Syagrius Episcopus","Syagrius Episcopus",,"4922",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1724","Turrib.","Turribius Asturicensis","Turribius Asturicensis",,"5099",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1734","Valent.","Valentinus","Valentinus",,"5144",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1735","Valer.Cal.","Valerianus Calagoritanus","Valerianus Calagoritanus",,"5146",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1765","Vict.-Vit(Ps).","Victor Vitensis, Ps.","Victor Vitensis, Ps.",,"5288",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1810",,"Vita ia S. Romani presbyteri in castro Blaviensi","Vita ia S. Romani presbyteri in castro Blaviensi",,"5549",,,,,,,"CE 5","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","t",,,"1/1/",,,,,,,,,,,,,,
"156","Agrest.","Agrestius, episcopus Gallus","Agrestius, episcopus Gallus",,"276",,,,,,,"CE 5 ?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1766","Victorin.","Victorinus","Victorinus",,"5292",,,,,,,"CE 5 ?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1290","Papir.","Papirianus","Papirianus",,"3985",,,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,,
"1285","Pal.Rut.","Palladius Rutilius Taurus Aemilianus","Palladius Rutilius Taurus Aemilianus",,"3962","Palladius",,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,,
"1361",,"Passio SS. Cantii, Cantiani et Cantianillae","Passio SS. Cantii, Cantiani et Cantianillae",,"5511",,,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,,
"1364",,"Passio SS. Eugeniae, Prothi et Hyacinthi","Passio SS. Eugeniae, Prothi et Hyacinthi",,"5514",,,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,,
"1786",,"Vita Abundii episcopi Comensis","Vita Abundii episcopi Comensis",,"5546",,,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,,
"1838","Alcest.Barcin.","anonymous","anonymous",,"305",,,,,,,"CE 5?","401",1,1,401,"1/1/401","0401-01-01","500","12/31/500","f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"605","Cypr.Tol.","Cyprianus, episcopus Tolonensis","Cyprianus, episcopus Tolonensis",,"2042",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,"CE 524-526","1/1/524","12/31/526",,,"Y","Y"
"739","Exsup.","Exsuperantius, Iulius","Exsuperantius, Iulius",,"2386",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1296",,"Passio ""Martyrum Graecorum"" (Eusebii, Marcelli, Hippolyti et sociorum)","Passio ""Martyrum Graecorum"" (Eusebii, Marcelli, Hippolyti et sociorum)",,"5447",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1300",,"Passio Alexandri episcopi Baccanensis","Passio Alexandri episcopi Baccanensis",,"5451",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1302",,"Passio Caesarii diaconi et Iuliani presbyteri","Passio Caesarii diaconi et Iuliani presbyteri",,"5453",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1308",,"Passio Nazarii et Celsi","Passio Nazarii et Celsi",,"5458",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1309",,"Passio Polochronii, Parmenii, Abdon et Sennes, Xysti, Felicissimi et Agapiti et Laurentii et aliorum sanctorum mensi augusto die X","Passio Polochronii, Parmenii, Abdon et Sennes, Xysti, Felicissimi et Agapiti et Laurentii et aliorum sanctorum mensi augusto die X",,"5459",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1313",,"Passio S. Apollinaris episcopi Ravennatensis","Passio S. Apollinaris episcopi Ravennatensis",,"5463",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1339",,"Passio S. Pontiani Spoletani","Passio S. Pontiani Spoletani",,"5489",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1360",,"Passio SS. Caloceri et Parthenii, Victoriae, Anatoliae et Audacis","Passio SS. Caloceri et Parthenii, Victoriae, Anatoliae et Audacis",,"5510",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1366",,"Passio SS. Eustachii et Placidae","Passio SS. Eustachii et Placidae",,"5516",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1368",,"Passio SS. Felicis et Forntunati","Passio SS. Felicis et Forntunati",,"5518",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1371",,"Passio SS. Hedisti, Prisci et sociorum","Passio SS. Hedisti, Prisci et sociorum",,"5521",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1375",,"Passio SS. Marcellini et Petri","Passio SS. Marcellini et Petri",,"5525",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1382",,"Passio SS. Pudentianae et Praxedis","Passio SS. Pudentianae et Praxedis",,"5532",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1386",,"Passio SS. Secundiani, Marcelliani et Verani","Passio SS. Secundiani, Marcelliani et Verani",,"5536",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1387",,"Passio SS. Serapiae et Sabinae","Passio SS. Serapiae et Sabinae",,"5537",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1463",,"Porphyrius","Porphyrius",,"5542",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1794",,"Vita S. Aniani episcopi Aureliansis","Vita S. Aniani episcopi Aureliansis",,"5551",,,,,,,"CE 5-6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1789",,"Vita Constantii episcopi Perusini","Vita Constantii episcopi Perusini",,"5547",,,,,,,"CE 5-6?","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","f",,,"1/1/",,,,,,,,,,,,,,
"413","Bonos.","Bonosus Poeta","Bonosus Poeta",,"1136",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"146","Aeth.","Aethicus Ister","Aethicus Ister",,"217",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"189","Anec.","Anecdotum Medicum","Anecdotum Medicum",,"485",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"449","Calb.","Calbulus Poeta","Calbulus Poeta",,"1287",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1239","Modestin.","Modestinus","Modestinus",,"3729",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1428","Petr","Petrus Referendarius","Petrus Referendarius",,"4126",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1563","Reg.","Regianus","Regianus",,"4564",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1717","Tuc.","Tuccianus","Tuccianus",,"5079",,,,,,,"CE 5/6","401",1,1,401,"1/1/401","0401-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"533","Col.-H.","Columba, abbas Hiensis","Columba, abbas Hiensis",,"1880",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t","CE 521",521,"1/1/521",521,,"CE 597",597,597,,,,,,,,,
"545","Conc.Carp.","Concilium Carpentoractense","Concilium Carpentoractense",,"1936",,"Carpentras, France","Carpentras, Gallia Narbonensis",,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,"CE 527","1/1/527","12/31/527",,,"Y","Y"
"1155","Mar.Com.","Marcellinus Comes","Marcellinus Comes",,"3583",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,"CE 500-534","1/1/500","12/31/534",,,"Y",
"471","Cass.","Cassiodorus (Flauius Magnus Aurelius Cassiodorus Senator)","Cassiodorus (Flauius Magnus Aurelius Cassiodorus Senator)",,"1367",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,"CE 583",583,583,,,,,,,,,"Y"
"458","Car.","Carilefus Anisolensis","Carilefus Anisolensis",,"1343","St. Calais","St.-Calais, France","Anisola, Gallia Celtica",,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,"CE 536",536,536,,,,,,,,"Y","Y"
"1222","Mav.","Mavortius","Mavortius",,"3651",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,"CE 527",527,527,,,,,,,,,
"418","Brev.Can.","Breviatio Canonum","Breviatio Canonum",,"1143","Ferrando Diacono (?)",,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"455","Cap.Mar.","Capitula Martini episcopi Bracarensis","Capitula Martini episcopi Bracarensis",,"1322",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"456","Cap.Reg.Mer.","Capitularia Regum Merovingicorum","Capitularia Regum Merovingicorum",,"1325",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"542","Con.Ag.","Concilium Agathense","Concilium Agathense",,"1920",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"546","Con.Car.VI","Concilium Carthaginense","Concilium Carthaginense",,"1922",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"547","Con.Car.V","Concilium Carthaginense","Concilium Carthaginense",,"1088",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"568","Coripp.","Corippus, Flavius Cresconius","Corippus, Flavius Cresconius",,"1961",,"Africa","Africa",,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"683","Ep.Can.","Epistula Canonica","Epistula Canonica",,"2275",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"687","Pas.And.","Epistula presbyterorum et diacanorum Achaiae (Passio Andreae)","Epistula presbyterorum et diacanorum Achaiae (Passio Andreae)",,"3994",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"766","Flav.Fel.","Flavius Felix","Flavius Felix",,"2437",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,"Y"
"779","Florentin.","Florentinus","Florentinus",,"2450",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"950","Hon.Schol.","Honorius Scholasticus","Honorius Scholasticus",,"3032",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"976","Ioh.-Diaconus.","Ioannes Diaconus","Ioannes Diaconus",,"3100",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1058","LegVis.","Leges Visigothorum / Liber Iudiciorum","Leges Visigothorum / Liber Iudiciorum",,"3407",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1069","Lex.Bur.","Lex Barbara Burgundionum / Lex Gundobada","Lex Barbara Burgundionum / Lex Gundobada",,"3426",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1070","Lex.Duo.","Lex Duodecim Tabularum","Lex Duodecim Tabularum",,"3427",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","N"
"1207","Marc.","Marcus, monachus Casinensis","Marcus, monachus Casinensis",,"3595",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1223","Max.Et.","Maximianus Etruscus","Maximianus Etruscus",,"3661",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1298",,"Passio Alexandri (papae), Eventii, Theoduli, Hermetis et Quirini","Passio Alexandri (papae), Eventii, Theoduli, Hermetis et Quirini",,"5449",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1299",,"Passio Alexandri Bergomensis","Passio Alexandri Bergomensis",,"5450",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1301",,"Passio Anthimi presbyteri, Sisinnii diaconi, Piniani et Lucinae","Passio Anthimi presbyteri, Sisinnii diaconi, Piniani et Lucinae",,"5452",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1310",,"Passio S. Agathae","Passio S. Agathae",,"5460",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1311",,"Passio S. Agnetis","Passio S. Agnetis",,"5461",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1320",,"Passio S. Eutici presbyteri","Passio S. Eutici presbyteri",,"5470",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1324",,"Passio S. Felicis presbyteri Romani","Passio S. Felicis presbyteri Romani",,"5474",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1328",,"Passio S. Ioannis abbatis Penariensis","Passio S. Ioannis abbatis Penariensis",,"5478",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1332",,"Passio S. Iusti Tergestini","Passio S. Iusti Tergestini",,"5482",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1335",,"Passio S. Pancratii","Passio S. Pancratii",,"5485",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1336",,"Passio S. Pastoris martyris","Passio S. Pastoris martyris",,"5486",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1337",,"Passio S. Patrocli","Passio S. Patrocli",,"5487",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1340",,"Passio S. Pontii Cimellensis","Passio S. Pontii Cimellensis",,"5490",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1342",,"Passio S. Restituti","Passio S. Restituti",,"5492",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1345",,"Passio S. Secundi","Passio S. Secundi",,"5495",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1346",,"Passio S. Secundi Thebaei","Passio S. Secundi Thebaei",,"5496",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1348",,"Passio S. Stephani papae","Passio S. Stephani papae",,"5498",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1356",,"Passio SS. Albani, Amphibali, et soc. in Anglia","Passio SS. Albani, Amphibali, et soc. in Anglia",,"5506",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1358",,"Passio SS. Ansani et Maximae","Passio SS. Ansani et Maximae",,"5508",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1359",,"Passio SS. Aureae seu Chryses, Censurini et sociorum, martyrum Ostiensium","Passio SS. Aureae seu Chryses, Censurini et sociorum, martyrum Ostiensium",,"5509",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1365",,"Passio SS. Eusebii, Pontiani, Vincentii et Peregrini","Passio SS. Eusebii, Pontiani, Vincentii et Peregrini",,"5515",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1369",,"Passio SS. Felicis, Fortunati et Achillei diaconorum","Passio SS. Felicis, Fortunati et Achillei diaconorum",,"5519",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1372",,"Passio SS. Irenaei et Mustiolae","Passio SS. Irenaei et Mustiolae",,"5522",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1373",,"Passio SS. Luxorii et sociorum","Passio SS. Luxorii et sociorum",,"5523",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1381",,"Passio SS. Processi et Martiniani","Passio SS. Processi et Martiniani",,"5531",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1384",,"Passio SS. Sabini episcopie et sociorum Spoleti","Passio SS. Sabini episcopie et sociorum Spoleti",,"5534",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1472","Pris.Lyd.","Priscianus Lydus","Priscianus Lydus",,"4392","Priscian of Lydia",,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1483","Prosp. ex Man.","Prosper ex Manichaeo Catholicus","Prosper ex Manichaeo Catholicus",,"4447",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1619","Sev.-M.","Severus, episcopus Malacitanus (?)","Severus, episcopus Malacitanus (?)",,"4794",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1654",,"Stephanus Presbyter Africanus","Stephanus Presbyter Africanus",,"5543",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1687","Theod.","Theodosius","Theodosius",,"5019",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1795",,"Vita S. Columbae Senonensis","Vita S. Columbae Senonensis",,"5552",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1797",,"Vita S. Genovefae","Vita S. Genovefae",,"5554",,"Paris",,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1798",,"Vita S. Hilari abbatis Galeatensis","Vita S. Hilari abbatis Galeatensis",,"5555",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1800",,"Vita S. Maxentii abbatis Pictaviensis","Vita S. Maxentii abbatis Pictaviensis",,"5557",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1801",,"Vita S. Maximi episcopi Reiensis","Vita S. Maximi episcopi Reiensis",,"5558",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1802",,"Vita S. Melanii episcopi Trecensis","Vita S. Melanii episcopi Trecensis",,"5559",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1803",,"Vita S. Nicetii episcopi Lugdunensis","Vita S. Nicetii episcopi Lugdunensis",,"5560",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1804",,"Vita S. Pastoris presbiteri","Vita S. Pastoris presbiteri",,"5561",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1805",,"Vita S. Peregrini episcopi Autissiodorensis","Vita S. Peregrini episcopi Autissiodorensis",,"5562",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1807",,"Vita S. Virgilii Arelatensis","Vita S. Virgilii Arelatensis",,"5564",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1808",,"Vita S. Viviani episcopi Santonensis","Vita S. Viviani episcopi Santonensis",,"5565",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1811",,"Vita iia S. Romani","Vita iia S. Romani",,"5550",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1812",,"Vitae Abbatum Iurensium (Romani, Lupicini et Eugendi)","Vitae Abbatum Iurensium (Romani, Lupicini et Eugendi)",,"5566",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,,
"1830","Elog.Asbad.","anonymous","anonymous",,"2208",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1855","sylloge.cod.Elnon.2.",,,,"4924",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1857","sylloge.cod.Elnon.4.",,,,"4926",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1869","sylloge.cod.Elnon.1.",,,,"4923",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
"1881","sylloge.cod.Elnon.3.",,,,"4925",,,,,,,"CE 6","501",1,1,501,"1/1/501","0501-01-01","600","12/31/600","t",,,"1/1/",,,,,,,,,,,,,"Y",
